donor_id,donor_name,donor_type,email,first_gift_date,state
DNR-01034,Mark Ramirez,Individual,melissaschmitt@example.com,2024-11-02,IL
DNR-01035,Rachel Gibbs,Individual,jacksonpaul@example.net,2025-01-30,WV
DNR-01036,Kathleen Marshall,Individual,jennifer87@example.net,2025-07-05,NM
DNR-01037,Kevin Little,Individual,clarkpatricia@example.com,2025-07-06,VI
DNR-01038,Daniel Coleman,Individual,xduncan@example.com,2026-04-14,OH
DNR-01039,Paul Phillips,Individual,jerry07@example.net,2026-02-16,RI
DNR-01040,Jerry Reynolds,Individual,linda54@example.com,2025-04-16,AK
DNR-01041,David Brewer,Individual,rachel48@example.net,2025-07-29,ND
DNR-01042,"Miller, Hill and Perez",Organization,jonesbenjamin@example.org,2023-10-02,MA
DNR-01043,Gary Turner,Individual,james92@example.net,2024-09-26,WA
DNR-01044,Debbie Carrillo,Individual,lynn66@example.net,2023-08-03,WV
DNR-01045,"Smith, Valdez and Hays",Organization,michelleperez@example.net,2025-11-02,WA
DNR-01046,David Matthews,Individual,dsharp@example.com,2024-08-05,WY
DNR-01047,Ryan Patterson,Individual,cclark@example.net,2025-08-16,AK
DNR-01048,Kenneth Anderson,Individual,porterdonna@example.com,2024-11-15,MA
DNR-01049,Barnes Ltd,Organization,sfarmer@example.net,2025-05-22,ME
DNR-01050,Alexander Floyd,Individual,ericcisneros@example.com,2026-03-27,OK
DNR-01051,"Lloyd, Mcintyre and Berry",Organization,nbaird@example.com,2026-03-31,CA
DNR-01052,Chelsea Rodriguez,Individual,tfowler@example.org,2025-06-21,GA
DNR-01053,Leonard and Sons,Foundation/Trust,serranocarrie@example.org,2026-03-27,HI
DNR-01054,Jones Group,Organization,jamie48@example.org,2023-10-29,NH
DNR-01055,Wood Inc,Foundation/Trust,markbrowning@example.com,2023-11-30,GA
DNR-01056,Betty Barnes PhD,Individual,nfriedman@example.org,2023-10-08,VI
DNR-01057,Collins Ltd,Organization,kmoore@example.com,2025-10-22,OR
DNR-01058,Mitchell Stevens,Individual,adrianthomas@example.org,2024-10-16,GU
DNR-01059,Robert Fox,Individual,kstevens@example.org,2024-05-05,WA
DNR-01060,  MATTHEW ELLISON  ,Individual,isabella46@example.net,2026-05-01,GU
DNR-01061,Perry and Sons,Organization,qellis@example.org,2023-11-01,UT
DNR-01062,"Davis, Hale and Williams",Foundation/Trust,joshuafuller@example.com,2026-03-16,TN
DNR-01063,Wolfe Ltd,Organization,reginajenkins@example.net,2023-08-02,DE
DNR-01064,  ANGELA GARCIA PHD  ,Individual,robert24@example.org,2025-10-20,NY
DNR-01065,  ALEXANDER FOWLER  ,Individual,vjames@example.com,2025-01-13,PR
DNR-01066,Andrew King,Individual,markgoodman@example.com,2025-02-07,NH
DNR-01067,  JOSHUA ALLEN  ,Individual,rtaylor@example.org,2025-11-28,GA
DNR-01068,Lisa Thompson,Individual,nicholspeter@example.org,2024-07-02,TN
DNR-01069,Megan Hernandez,Individual,gregory08@example.org,2024-01-14,NV
DNR-01070,Sara Cain,Individual,myerskyle@example.org,2024-11-05,PA
DNR-01071,Raymond Wang,Individual,nicholasallen@example.org,2024-11-28,AK
DNR-01072,William Rogers,Individual,erinbrown@example.org,2024-12-29,AS
DNR-01073,Mary Ramsey,Individual,perrydaniel@example.com,2023-12-09,MD
DNR-01074,Chelsey Clark,Individual,hmcmillan@example.org,2025-10-09,IL
DNR-01075,Kelly and Sons,Foundation/Trust,moralesleslie@example.com,2024-11-10,IL
DNR-01076,Austin Briggs,Individual,bradley36@example.com,2024-10-05,WI
DNR-01077,Victoria Garcia,Individual,johnathandavis@example.com,2023-12-13,SC
DNR-01078,Megan Compton,Individual,martinreid@example.net,2023-09-03,MD
DNR-01079,Mary Jones,Individual,franklinbrenda@example.com,2025-08-15,NY
DNR-01080,"Harmon, Gordon and Bush",Foundation/Trust,hallchristina@example.org,2026-03-01,ME
DNR-01081,Rojas and Sons,Organization,brownnicholas@example.com,2023-07-20,ID
DNR-01082,Dan Johnson,Individual,vstevenson@example.org,2023-12-17,KY
DNR-01083,Richard Williams,Individual,swong@example.org,2025-12-05,IN
DNR-01084,"Rivera, Allen and Ryan",Organization,lauriehorton@example.org,2025-05-09,PA
DNR-01085,Boyd-White,Foundation/Trust,browntravis@example.org,2024-01-12,AR
DNR-01086,Brenda Harris,Individual,thompsonana@example.org,2023-09-26,IA
DNR-01087,Jessica Mcdonald,Individual,jennifersanchez@example.org,2026-02-28,PA
DNR-01088,Dustin West,Individual,josephharrington@example.org,2023-11-30,MN
DNR-01089,Gray-Ruiz,Foundation/Trust,vwagner@example.com,2025-01-25,WV
DNR-01090,Troy Olson,Individual,fsimmons@example.com,2023-09-06,PA
DNR-01091,"Hernandez, Barber and Scott",Foundation/Trust,storres@example.com,2025-04-05,OH
DNR-01092,  ANDREA TAYLOR  ,Individual,mgonzalez@example.org,2024-08-28,AL
DNR-01093,Monica Brooks,Individual,zfrost@example.net,2025-09-23,MN
DNR-01094,Eric Archer,Individual,ortizbenjamin@example.org,2025-03-04,MS
DNR-01095,Carla Hines,Individual,kelsey58@example.net,2024-11-04,NM
DNR-01096,Isabel Brown,Individual,vhouse@example.org,2025-09-04,IA
DNR-01097,Thomas Ward,Individual,terrydeanna@example.com,2025-05-10,PA
DNR-01098,Michael King,Individual,alexanderwise@example.net,2024-04-12,VT
DNR-01099,Sanders-Willis,Organization,stonejacob@example.com,2023-12-08,GA
DNR-01100,Dawn Turner,Individual,uwillis@example.com,2025-06-08,WV
DNR-01101,Monica Davis,Individual,lisa43@example.net,2025-12-12,MO
DNR-01102,"Parker, Benitez and Velasquez",Foundation/Trust,daviskim@example.com,2023-12-03,NC
DNR-01103,Pena-Quinn,Organization,gregorylopez@example.org,2025-09-20,ID
DNR-01104,White-Fry,Foundation/Trust,nbradley@example.org,2025-04-29,ID
DNR-01105,  BRADY AND SONS  ,Foundation/Trust,tonya67@example.net,2025-01-10,PW
DNR-01106,Sheena Martin,Individual,christopher14@example.org,2026-01-08,MA
DNR-01107,David Washington,Individual,smithjoseph@example.org,2025-06-28,TN
DNR-01108,"Mccormick, Williams and Clark",Organization,bennettabigail@example.com,2025-08-07,NM
DNR-01109,George Jordan,Individual,evelyn55@example.org,2025-08-17,MN
DNR-01110,Jamie Brown,Individual,morgan10@example.com,2025-02-24,VI
DNR-01111,"Morales, Houston and Buckley",Organization,guzmanmisty@example.com,2023-11-28,UT
DNR-01112,Danielle Hayes,Individual,qrobertson@example.org,2024-05-11,AL
DNR-01113,Dr. Robin Smith,Individual,morgan57@example.org,2024-05-11,PA
DNR-01114,Dr. Robert Bailey,Individual,shatfield@example.org,2025-04-09,VA
DNR-01115,Lawrence Joseph,Individual,andersonlaura@example.com,2024-01-04,MP
DNR-01116,  KIMBERLY BAXTER  ,Individual,peggyfriedman@example.com,2025-03-23,TN
DNR-01117,Dana Jackson,Individual,garciavictoria@example.org,2025-01-03,GA
DNR-01118,Orr-Miranda,Organization,jenniferwade@example.net,2023-12-26,DE
DNR-01119,Tammy Schultz,Individual,sdavis@example.com,2026-01-05,VI
DNR-01120,Kenneth Bradshaw,Individual,schneidernicholas@example.net,2025-10-13,WA
DNR-01121,"Hardy, Valdez and Glover",Organization,ostokes@example.com,2023-12-31,DE
DNR-01122,Miller-Davis,Foundation/Trust,juliewilson@example.com,2024-01-07,DC
DNR-01123,Finley-Ray,Organization,collinsbrittany@example.org,2025-04-25,PR
DNR-01124,Whitney-Flores,Organization,lauren28@example.net,2023-07-26,PA
DNR-01125,Ashley Smith,Individual,sstewart@example.org,2025-09-02,NM
DNR-01126,Brittany Campbell,Individual,georgekyle@example.net,2024-11-09,DE
DNR-01127,Ryan Berry,Individual,troypadilla@example.com,2024-06-12,AR
DNR-01128,Mrs. Samantha Clark,Individual,isabellawilliams@example.org,2024-06-12,PR
DNR-01129,Mr. William Hopkins,Individual,vickiekelley@example.com,2025-03-08,NE
DNR-01130,Wanda Todd,Individual,ujones@example.com,2024-04-24,LA
DNR-01131,Chloe Chase,Individual,udavis@example.net,2025-12-07,VI
DNR-01132,Sarah Mckinney,Individual,kpena@example.org,2025-03-05,NV
DNR-01133,Doris Thomas,Individual,lindagonzalez@example.net,2023-12-05,AL
DNR-01134,Scott Garcia,Individual,nicholasmcgrath@example.net,2024-11-17,MP
DNR-01135,Anthony Kelly,Individual,dwhite@example.org,2026-04-11,NY
DNR-01136,Leslie Booker,Individual,hsanchez@example.org,2024-08-04,MO
DNR-01137,Turner-Carlson,Organization,denisebennett@example.net,2024-04-03,WY
DNR-01138,Ann Ford,Individual,phill@example.com,2025-09-18,MN
DNR-01139,Bruce Martinez,Individual,andrewberry@example.net,2025-08-17,NJ
DNR-01140,Patrick Bauer,Individual,patrickcooke@example.net,2025-05-05,NE
DNR-01141,Duncan-Garcia,Organization,reevesmichelle@example.net,2025-11-28,HI
DNR-01142,Michael Long,Individual,lbrown@example.net,2024-04-04,VT
DNR-01143,Marissa Molina,Individual,tammymerritt@example.org,2024-08-15,VI
DNR-01144,Catherine Peters,Individual,david29@example.org,2024-06-28,SD
DNR-01145,Justin York,Individual,millerdavid@example.com,2025-04-14,MN
DNR-01146,"Jackson, Rowland and Barrett",Organization,kevinshah@example.net,2026-04-01,MH
DNR-01147,Hopkins-Wallace,Organization,hneal@example.com,2024-11-08,PA
DNR-01148,Christine Garcia,Individual,youngjacob@example.com,2025-01-25,PR
DNR-01149,Bernard PLC,Organization,brittanyramirez@example.net,2025-09-12,RI
DNR-01150,Jones-Scott,Organization,ksantos@example.com,2024-08-13,NH
DNR-01151,David Coleman,Individual,amandajones@example.net,2024-07-03,KY
DNR-01152,"Terry, Lee and Watson",Organization,roberthernandez@example.com,2023-08-25,MS
DNR-01153,Larry Jones,Individual,schmidtgabriella@example.com,2026-01-31,CA
DNR-01154,Brandon Blankenship,Individual,dustin34@example.org,2024-09-02,CT
DNR-01155,Wayne Gray,Individual,pattondavid@example.net,2025-02-16,VA
DNR-01156,Chapman-Roman,Organization,ricejackie@example.com,2023-11-19,OH
DNR-01157,Brett Williams,Individual,stacey62@example.com,2025-10-15,AS
DNR-01158,"Byrd, Kramer and Arnold",Organization,iwoods@example.com,2024-04-11,AL
DNR-01159,"Palmer, Moore and Martinez",Organization,rbradley@example.org,2024-11-07,PW
DNR-01160,Vanessa Zimmerman,Individual,erikabarnes@example.com,2024-05-11,HI
DNR-01161,Andersen-Lindsey,Organization,joshua68@example.net,2025-08-11,FM
DNR-01162,Crystal Reid,Individual,mezarichard@example.com,2026-03-08,PR
DNR-01163,Bobby Blair,Individual,martinbrian@example.net,2025-11-03,LA
DNR-01164,Katherine Baxter,Individual,urhodes@example.org,2025-07-06,NJ
DNR-01165,Mr. Michael Patel Jr.,Individual,jensenrhonda@example.net,2023-12-22,AL
DNR-01166,"Coleman, Ferguson and Reed",Organization,lawsontami@example.net,2024-11-20,FM
DNR-01167,"Mckee, Thompson and Richardson",Organization,williefarley@example.com,2025-06-27,NM
DNR-01168,James Wilson,Individual,marierosales@example.org,2023-09-29,LA
DNR-01169,Edward Lewis,Individual,trobinson@example.net,2025-09-26,NY
DNR-01170,Amanda Ford,Individual,abrown@example.net,2025-05-10,NH
DNR-01171,Hector Smith,Individual,richardsmith@example.com,2025-11-28,NM
DNR-01172,Miller PLC,Foundation/Trust,robertgentry@example.org,2024-01-18,FL
DNR-01173,Danielle Ruiz,Individual,kevin62@example.net,2024-09-25,AS
DNR-01174,William Douglas,Individual,wmartin@example.net,2025-09-09,NE
DNR-01175,Stephen Fletcher,Individual,lopezbilly@example.com,2026-04-20,MT
DNR-01176,Stephanie Martin,Individual,stacymoyer@example.com,2023-08-20,DE
DNR-01177,Burns-Simpson,Organization,markduran@example.com,2025-02-25,NY
DNR-01178,Natalie Petersen,Individual,danielrodriguez@example.org,2023-12-23,DC
DNR-01179,Cooper Inc,Organization,brettgallegos@example.com,2024-04-16,PA
DNR-01180,Jessica Roberts,Individual,bmiller@example.org,2025-06-02,RI
DNR-01181,Daniel and Sons,Foundation/Trust,juanwilson@example.com,2024-08-27,UT
DNR-01182,Robert Gonzalez,Individual,hayneswayne@example.org,2025-06-13,ID
DNR-01183,Leslie Walters MD,Individual,richardhill@example.org,2025-12-14,FL
DNR-01184,Smith-Gonzalez,Foundation/Trust,jamesalicia@example.net,2026-01-12,SC
DNR-01185,Courtney Simmons,Individual,hicksdawn@example.com,2025-03-06,DE
DNR-01186,Cox-Hahn,Foundation/Trust,dwright@example.org,2024-02-21,AZ
DNR-01187,  MATTHEW MORRIS  ,Individual,thomas91@example.com,2025-06-02,HI
DNR-01188,John Cook,Individual,davisalexander@example.net,2024-06-01,WI
DNR-01189,Erin Figueroa,Individual,julia98@example.net,2024-11-11,MN
DNR-01190,Donald Silva,Individual,eatondavid@example.net,2024-05-23,PA
DNR-01191,Kevin Barr,Individual,jamesgriffin@example.org,2025-11-20,CA
DNR-01192,Lisa Turner,Individual,mmayo@example.net,2024-10-17,VA
DNR-01193,Carl Barnes,Individual,patricia85@example.com,2024-07-12,NV
DNR-01194,Autumn Graham,Individual,gbarnes@example.org,2025-12-02,GA
DNR-01195,Melissa Anderson,Individual,sosabruce@example.net,2024-08-08,ID
DNR-01196,"Olsen, Simpson and Patel",Organization,martinkaren@example.com,2025-11-26,OH
DNR-01197,Morales-Nelson,Foundation/Trust,adamarmstrong@example.net,2024-09-12,UT
DNR-01198,Suarez PLC,Foundation/Trust,ugordon@example.net,2023-11-06,KS
DNR-01199,Daniel Erickson,Individual,jacksonbrandon@example.org,2024-07-17,LA
DNR-01200,Charles Stephenson,Individual,josephgibbs@example.net,2024-08-07,IA
DNR-DUP000,anna may,Individual,crossbarbara@example.org,2023-11-04,WI
DNR-DUP001,edwin richardson,Individual,wwilkins@example.com,2024-03-12,MP
DNR-DUP002,mark ramirez,Individual,melissaschmitt@example.com,2024-11-02,IL
DNR-DUP003,gabriela thomas,Individual,mitchellmaria@example.net,2025-03-07,MP
DNR-DUP004,"rivera, allen and ryan",Organization,lauriehorton@example.org,2025-05-09,PA
DNR-DUP005,frank campbell,Individual,wferguson@example.com,2024-02-02,KS
DNR-DUP006,stephen figueroa,Individual,slara@example.org,2025-10-09,AS
DNR-DUP007,ramirez-hartman,Organization,daniel93@example.net,2026-03-18,ND
DNR-DUP008,arthur wood jr.,Individual,aprilmoody@example.com,2023-12-13,NJ
DNR-DUP009,john martin,Individual,antonioduran@example.org,2023-09-16,KY
DNR-DUP010,sarah hernandez,Individual,anthonyvaughan@example.org,2025-08-18,ID
DNR-DUP011,jasmine watson,Individual,umatthews@example.org,2023-07-17,FM
DNR-DUP012,justin delgado,Individual,acohen@example.net,2025-08-18,MP
DNR-DUP013,jonathan young,Individual,brooksanthony@example.org,2024-03-12,MP
DNR-DUP014,lance matthews,Individual,jackbell@example.org,2026-05-01,FL
